id	text	target	category	polarity
1723658:2	dish offered unique tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream best freshest ever 	lamb sausages	FOOD#QUALITY	positive
1723658:2	dish offered unique tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream best freshest ever 	sardines with biscuits	FOOD#QUALITY	positive
1723658:2	dish offered unique tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream best freshest ever 	large whole shrimp	FOOD#QUALITY	positive
1723658:2	dish offered unique tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream best freshest ever 	pistachio ice cream	FOOD#QUALITY	positive
1723658:3	glad introduced place rare gem ny 	place	RESTAURANT#GENERAL	positive
1726001:1	freshest best variety fastest delivery 	NULL	FOOD#QUALITY	positive
1726001:1	freshest best variety fastest delivery 	NULL	FOOD#STYLE_OPTIONS	positive
1726001:1	freshest best variety fastest delivery 	delivery	SERVICE#GENERAL	positive
1726001:2	also inexpensive 	NULL	RESTAURANT#PRICES	positive
1726001:3	great choice cost great deal 	NULL	RESTAURANT#GENERAL	positive
1726001:3	great choice cost great deal 	NULL	RESTAURANT#PRICES	positive
1726427:0	service excellent food delicious 	service	SERVICE#GENERAL	positive
1726427:0	service excellent food delicious 	food	FOOD#QUALITY	positive
1726427:1	particular sushi please every choice included ceviche mix special crab dumpling assorted sashimi sushi roll two type sake banana tempura 	sushi	FOOD#QUALITY	positive
1726427:1	particular sushi please every choice included ceviche mix special crab dumpling assorted sashimi sushi roll two type sake banana tempura 	ceviche mix (special)	FOOD#QUALITY	positive
1726427:1	particular sushi please every choice included ceviche mix special crab dumpling assorted sashimi sushi roll two type sake banana tempura 	crab dumplings	FOOD#QUALITY	positive
1726427:1	particular sushi please every choice included ceviche mix special crab dumpling assorted sashimi sushi roll two type sake banana tempura 	assorted sashimi	FOOD#QUALITY	positive
1726427:1	particular sushi please every choice included ceviche mix special crab dumpling assorted sashimi sushi roll two type sake banana tempura 	sushi	FOOD#QUALITY	positive
1726427:1	particular sushi please every choice included ceviche mix special crab dumpling assorted sashimi sushi roll two type sake banana tempura 	rolls	FOOD#QUALITY	positive
1726427:1	particular sushi please every choice included ceviche mix special crab dumpling assorted sashimi sushi roll two type sake banana tempura 	two types of sake	DRINKS#QUALITY	positive
1726427:1	particular sushi please every choice included ceviche mix special crab dumpling assorted sashimi sushi roll two type sake banana tempura 	banana tempura	FOOD#QUALITY	positive
1726427:3	definitely great spot nice occasion date 	spot	RESTAURANT#MISCELLANEOUS	positive
1726473:0	average good thai food terrible delivery 	Thai food	FOOD#QUALITY	positive
1726473:0	average good thai food terrible delivery 	delivery	SERVICE#GENERAL	negative
1726473:1	waited one hour food 	NULL	SERVICE#GENERAL	negative
1726473:2	abrupt called actually claimed food late rice 	NULL	SERVICE#GENERAL	negative
1726473:3	thai restaurant rice dinner 	Thai restaurant	RESTAURANT#MISCELLANEOUS	negative
1726473:4	food arrived 20 minute called cold soggy 	food	FOOD#QUALITY	negative
1726473:4	food arrived 20 minute called cold soggy 	NULL	SERVICE#GENERAL	negative
1727363:1	wonderful place stand point especially value ofr money 	place	RESTAURANT#PRICES	positive
1727363:1	wonderful place stand point especially value ofr money 	place	RESTAURANT#GENERAL	positive
1727363:2	excellent service 	service	SERVICE#GENERAL	positive
1728733:1	greeted promptly waiter nice cordial 	waiter	SERVICE#GENERAL	positive
1728733:2	helpful suggesting u drink helped u ordering lot good dish since knew nothing indian food 	NULL	SERVICE#GENERAL	positive
1728733:2	helpful suggesting u drink helped u ordering lot good dish since knew nothing indian food 	dishes	FOOD#QUALITY	positive
1728733:4	food looked appetizing delicious since came variety fancy plate 	food	FOOD#STYLE_OPTIONS	positive
1728733:5	ended great experience gulab jamun dessert recommended waiter 	Gulab Jamun (dessert)	FOOD#QUALITY	positive
1728733:6	thanked friend recommended restaurant certainly recommend others 	restaurant	RESTAURANT#GENERAL	positive
1730014:1	service great food fantastic 	Service	SERVICE#GENERAL	positive
1730014:1	service great food fantastic 	food	FOOD#QUALITY	positive
1730014:2	guacamole shrimp appetizer really great filet good didn much like frites came filet good neither u cared 	Guacamole+shrimp appetizer	FOOD#QUALITY	positive
1730014:2	guacamole shrimp appetizer really great filet good didn much like frites came filet good neither u cared 	filet	FOOD#QUALITY	positive
1730014:2	guacamole shrimp appetizer really great filet good didn much like frites came filet good neither u cared 	frites	FOOD#QUALITY	negative
1730014:3	absolutely visit 	NULL	RESTAURANT#GENERAL	positive
1730127:0	cannot go wrong place 	place	RESTAURANT#GENERAL	positive
1730127:1	food outstanding service quick friendly professional 	food	FOOD#QUALITY	positive
1730127:1	food outstanding service quick friendly professional 	service	SERVICE#GENERAL	positive
1730127:2	always nice crowd never loud 	crowd	RESTAURANT#MISCELLANEOUS	positive
1730127:2	always nice crowd never loud 	NULL	AMBIENCE#GENERAL	positive
1730127:3	go 	NULL	RESTAURANT#GENERAL	positive
1730127:4	good date friend 	NULL	RESTAURANT#MISCELLANEOUS	positive
1730447:0	reluctant write would want jem pizza place become overcrowded 	pizza place	RESTAURANT#MISCELLANEOUS	positive
1730447:1	however jus good praise 	NULL	RESTAURANT#GENERAL	positive
1730447:2	far best pizza manhattan 	pizza	FOOD#QUALITY	positive
1730447:3	crust thin ingredient fresh staff friendly 	crust	FOOD#QUALITY	positive
1730447:3	crust thin ingredient fresh staff friendly 	staff	SERVICE#GENERAL	positive
1730447:3	crust thin ingredient fresh staff friendly 	ingredients	FOOD#QUALITY	positive
1746113:1	menu many fish item oyster 	menu	FOOD#STYLE_OPTIONS	positive
1746113:3	fish really really fresh 	fish	FOOD#QUALITY	positive
1746113:5	agreed mare one best seafood restaurant new york 	mare	RESTAURANT#GENERAL	positive
1748813:0	stumbled upon great pizzeria explored new neighborhood 	pizzeria	RESTAURANT#GENERAL	positive
1748813:1	pizza terrific price even better 	pizzas	FOOD#QUALITY	positive
1748813:1	pizza terrific price even better 	NULL	RESTAURANT#PRICES	positive
1748813:2	highly recommend sophia pizza 	Sophia pizza	FOOD#QUALITY	positive
1748813:3	die 	NULL	FOOD#QUALITY	positive
1748839:0	food mediocre best horrible service made vow never go back 	food	FOOD#QUALITY	negative
1748839:0	food mediocre best horrible service made vow never go back 	service	SERVICE#GENERAL	negative
1748839:1	immediately paid waiter took money said okay guy outta 	waiter	SERVICE#GENERAL	negative
1748839:6	rushing u absolutely unnecessary 	NULL	SERVICE#GENERAL	negative
1748839:7	people want great food plus great service roxy place avoid 	food	FOOD#QUALITY	negative
1748839:7	people want great food plus great service roxy place avoid 	service	SERVICE#GENERAL	negative
378848:1	first time sushi outstanding second time little bland 	sushi	FOOD#QUALITY	positive
378848:1	first time sushi outstanding second time little bland 	sushi	FOOD#QUALITY	negative
378848:2	sure ll return final judgement tho 	NULL	RESTAURANT#GENERAL	neutral
378848:3	blond wood decor soothing premium sake excellent service great 	blond wood decor	AMBIENCE#GENERAL	positive
378848:3	blond wood decor soothing premium sake excellent service great 	premium sake	DRINKS#QUALITY	positive
378848:3	blond wood decor soothing premium sake excellent service great 	service	SERVICE#GENERAL	positive
397331:0	mizu japenese find grammercy 	Mizu	RESTAURANT#GENERAL	positive
397331:1	kitchen food delicious sushi world 	kitchen food	FOOD#QUALITY	positive
397331:1	kitchen food delicious sushi world 	Sushi	FOOD#QUALITY	positive
397331:2	mizu home creative unique roll found anywhere else 	rolls	FOOD#STYLE_OPTIONS	positive
397331:3	cuisine best around service always attentive charming 	cuisine	FOOD#QUALITY	positive
397331:3	cuisine best around service always attentive charming 	service	SERVICE#GENERAL	positive
397331:4	warning may find difficult dine japanese restaurant visit mizu 	Mizu	RESTAURANT#GENERAL	positive
404464:0	thalia beautiful restaurant beautiful people serving food doesn quite match 	people	SERVICE#GENERAL	positive
404464:0	thalia beautiful restaurant beautiful people serving food doesn quite match 	food	FOOD#QUALITY	negative
404464:0	thalia beautiful restaurant beautiful people serving food doesn quite match 	Thalia	AMBIENCE#GENERAL	positive
404464:1	ordered smoked salmon roe appetizer flavor 	smoked salmon and roe appetizer	FOOD#QUALITY	negative
404464:2	entree bland small dessert inspired 	entree	FOOD#QUALITY	negative
404464:2	entree bland small dessert inspired 	entree	FOOD#STYLE_OPTIONS	negative
404464:2	entree bland small dessert inspired 	dessert	FOOD#QUALITY	negative
404464:3	expected quite bit expensive menu 	menu	FOOD#PRICES	negative
404464:3	expected quite bit expensive menu 	menu	FOOD#QUALITY	negative
426805:0	view spectacular food great 	view	LOCATION#GENERAL	positive
426805:0	view spectacular food great 	food	FOOD#QUALITY	positive
426805:1	wonderful strawberry daiquiries well 	strawberry daiquiries	DRINKS#QUALITY	positive
426805:2	definitely worth trip battery park city 	NULL	RESTAURANT#GENERAL	positive
426805:3	one favorite place manhattan 	NULL	RESTAURANT#GENERAL	positive
426930:0	authentic taiwanese food cheap could ask 	Taiwanese food	FOOD#QUALITY	positive
426930:0	authentic taiwanese food cheap could ask 	Taiwanese food	FOOD#PRICES	positive
426930:1	besides restaurant like around city 	NULL	RESTAURANT#GENERAL	positive
426930:2	cold appetizer dish taste like way remember taste growing taiwan 	cold appetizer dishes	FOOD#QUALITY	positive
430342:0	delicious simple food nice outdoor atmosphere 	food	FOOD#QUALITY	positive
430342:0	delicious simple food nice outdoor atmosphere 	food	FOOD#STYLE_OPTIONS	positive
430342:0	delicious simple food nice outdoor atmosphere 	outdoor atmosphere	AMBIENCE#GENERAL	positive
430342:1	kind attentive wait staff 	wait staff	SERVICE#GENERAL	positive
430342:2	really like scallop mahi mahi saffron risotto yum 	scallops	FOOD#QUALITY	positive
430342:2	really like scallop mahi mahi saffron risotto yum 	mahi mahi (on saffron risotto	FOOD#QUALITY	positive
430342:3	friend devoured chicken mashed potato 	chicken and mashed potatos	FOOD#QUALITY	positive
430342:4	delicious crab cake 	crab cakes	FOOD#QUALITY	positive
430342:5	even food wasn good garden great place sit outside relax 	garden	AMBIENCE#GENERAL	positive
430342:5	even food wasn good garden great place sit outside relax 	food	FOOD#QUALITY	positive
430342:6	great neighborhood joint 	joint	RESTAURANT#GENERAL	positive
433878:0	nice pizza place good selection thin crust pizza including basil slice 	selection of thin crust pizza	FOOD#STYLE_OPTIONS	positive
433878:0	nice pizza place good selection thin crust pizza including basil slice 	selection of thin crust pizza	FOOD#QUALITY	positive
433878:0	nice pizza place good selection thin crust pizza including basil slice 	pizza place	RESTAURANT#GENERAL	positive
433878:0	nice pizza place good selection thin crust pizza including basil slice 	Basil slice	FOOD#QUALITY	positive
433878:1	calzones horrific bad vomit inducing yuck 	calzones	FOOD#QUALITY	negative
433878:2	smell like stuff old canned vegetable like spinach mushroom calzone 	NULL	FOOD#QUALITY	negative
433878:3	counter service bad 	counter service	SERVICE#GENERAL	negative
433878:4	charge different price time 	NULL	SERVICE#GENERAL	negative
433878:5	re rude time friendly 	NULL	SERVICE#GENERAL	negative
433878:6	pizza 33 	PIZZA 33	RESTAURANT#GENERAL	negative
436868:0	anybody like place must different planet greasy dry tasteless complimentary 	NULL	FOOD#QUALITY	negative
436868:1	dosas skimpy unattractive drip grease personally drink popcorn topping eat another one 	dosas	FOOD#STYLE_OPTIONS	negative
436868:1	dosas skimpy unattractive drip grease personally drink popcorn topping eat another one 	dosas	FOOD#QUALITY	negative
436868:2	sandwich dry tasteless way overpriced 	sandwiches	FOOD#QUALITY	negative
436868:2	sandwich dry tasteless way overpriced 	sandwiches	FOOD#PRICES	negative
436868:3	calling place hampton chutney co warn folk offer style substance unattractive room unhelpful clerk dearth former 	place	RESTAURANT#GENERAL	negative
436868:3	calling place hampton chutney co warn folk offer style substance unattractive room unhelpful clerk dearth former 	room	AMBIENCE#GENERAL	negative
436868:3	calling place hampton chutney co warn folk offer style substance unattractive room unhelpful clerk dearth former 	clerks	SERVICE#GENERAL	negative
444818:0	seriously place kick as 	place	RESTAURANT#GENERAL	positive
444818:1	atmosphere unheralded service impecible food magnificant 	atmosphere	AMBIENCE#GENERAL	positive
444818:1	atmosphere unheralded service impecible food magnificant 	service	SERVICE#GENERAL	positive
444818:1	atmosphere unheralded service impecible food magnificant 	food	FOOD#QUALITY	positive
444818:2	best italian food ever italian mean alot 	Italian food	FOOD#QUALITY	positive
444818:3	nearly impossible get table ever chance go dinner pas 	NULL	RESTAURANT#GENERAL	positive
445960:0	lovely peaceful place eat outside 	place	AMBIENCE#GENERAL	positive
445960:1	restaurant look beautiful green lawn hudson river statue liberty 	restaurant	LOCATION#GENERAL	positive
445960:2	set far small street traffic noise 	NULL	LOCATION#GENERAL	positive
445960:3	food good especially basic dish drink delicious 	food	FOOD#QUALITY	positive
445960:3	food good especially basic dish drink delicious 	basic dishes	FOOD#QUALITY	positive
445960:3	food good especially basic dish drink delicious 	drinks	DRINKS#QUALITY	positive
445960:4	great place take towner perfect watching sunset 	place	LOCATION#GENERAL	positive
447697:0	great sushi experience 	sushi	FOOD#QUALITY	positive
447697:1	nice value 	NULL	RESTAURANT#PRICES	positive
447697:2	unique apppetizers 	apppetizers	FOOD#QUALITY	positive
447697:3	try sushimi cucumber roll 	sushimi cucumber roll	FOOD#QUALITY	positive
449802:0	good spread great beverage selection bagel really tasty 	spreads	FOOD#QUALITY	positive
449802:0	good spread great beverage selection bagel really tasty 	beverage selections	DRINKS#STYLE_OPTIONS	positive
449802:0	good spread great beverage selection bagel really tasty 	bagels	FOOD#QUALITY	positive
449802:1	big complaint toasting available 	NULL	SERVICE#GENERAL	negative
449802:3	murray won 	NULL	SERVICE#GENERAL	negative
449802:5	say murray anything service 	service	SERVICE#GENERAL	negative
449802:6	close good enough 	NULL	RESTAURANT#GENERAL	neutral
454704:0	fooled crowd people 	NULL	RESTAURANT#MISCELLANEOUS	negative
454704:1	service awful 	service	SERVICE#GENERAL	negative
454704:2	place worth price 	place	RESTAURANT#GENERAL	negative
454704:2	place worth price 	place	RESTAURANT#PRICES	negative
454704:3	also plan asking favorite roll menu 	NULL	SERVICE#GENERAL	negative
455623:0	love pizza 33 	Pizza 33	RESTAURANT#GENERAL	positive
455623:1	friend sudden hungry crave one thing pizza 	Pizza	FOOD#QUALITY	positive
455623:3	hit spot every time 	NULL	RESTAURANT#GENERAL	positive
461928:0	tiny williamsburg spot always pleasantly surprising 	Williamsburg spot	RESTAURANT#GENERAL	positive
461928:1	pizza delicious proprietor one nicest nyc 	pizza	FOOD#QUALITY	positive
461928:1	pizza delicious proprietor one nicest nyc 	proprietor	SERVICE#GENERAL	positive
461928:3	many time never disappointed 	NULL	RESTAURANT#GENERAL	positive
464215:1	even scoop nice diet much little 	NULL	FOOD#STYLE_OPTIONS	positive
464215:2	cream cheese world love coffee 	cream cheeses	FOOD#QUALITY	positive
464215:2	cream cheese world love coffee 	coffee	DRINKS#QUALITY	positive
464215:3	little crowded move line really fast 	NULL	SERVICE#GENERAL	positive
464215:3	little crowded move line really fast 	NULL	RESTAURANT#MISCELLANEOUS	negative
464215:4	little pricey really hit spot sunday morning 	NULL	RESTAURANT#PRICES	negative
464215:4	little pricey really hit spot sunday morning 	NULL	RESTAURANT#GENERAL	positive
464342:0	bagel ok sure make special request 	Bagels	FOOD#QUALITY	neutral
464342:0	bagel ok sure make special request 	NULL	SERVICE#GENERAL	negative
464342:1	asked open faced cheese sandwich manager basically told take business elsewhere 	manager	SERVICE#GENERAL	negative
464342:2	sure get anything bagel 	NULL	FOOD#QUALITY	negative
464342:2	sure get anything bagel 	bagels	FOOD#QUALITY	positive
464342:3	turkey burger scary 	turkey burgers	FOOD#QUALITY	negative
470488:0	worst excuse japanese food ever encountered 	NULL	RESTAURANT#MISCELLANEOUS	negative
470488:1	soup udon soy sauce water 	soup for the udon	FOOD#QUALITY	negative
470488:2	sushi awful 	sushi	FOOD#QUALITY	negative
470488:3	rice poor quality cooked badly hard 	rice	FOOD#QUALITY	negative
470488:4	furthermore rice seasoning sushi bland disgusting 	rice	FOOD#QUALITY	negative
470488:4	furthermore rice seasoning sushi bland disgusting 	sushi	FOOD#QUALITY	negative
470488:5	fish adequate inexpertly sliced 	fish	FOOD#STYLE_OPTIONS	negative
470488:6	obvious one restaurant idea experience japanese cuisine 	Japanese cuisine	FOOD#QUALITY	negative
475298:0	good fast service 	service	SERVICE#GENERAL	positive
475298:1	would highly recommend 	NULL	RESTAURANT#GENERAL	positive
475298:2	food great inexpensive 	Food	FOOD#QUALITY	positive
475298:2	food great inexpensive 	Food	FOOD#PRICES	positive
475298:3	location perfect 	location	LOCATION#GENERAL	positive
475298:4	give try enjoy 	NULL	RESTAURANT#GENERAL	positive
475512:2	well place ghetto even funny 	place	AMBIENCE#GENERAL	negative
475512:3	like music blasted system isnt great want pay least 100 dollar bottle minimun ll love 	bottle	DRINKS#PRICES	negative
475512:3	like music blasted system isnt great want pay least 100 dollar bottle minimun ll love 	music	AMBIENCE#GENERAL	negative
475512:4	would never go back 	NULL	RESTAURANT#GENERAL	negative
476473:0	awsome pizza especially margheritta slice 	Pizza	FOOD#QUALITY	positive
476473:0	awsome pizza especially margheritta slice 	Margheritta slice	FOOD#QUALITY	positive
476473:1	always busy fast moving 	NULL	SERVICE#GENERAL	positive
476473:2	great atmoshere worth every bit 	atmoshere	AMBIENCE#GENERAL	positive
476473:2	great atmoshere worth every bit 	NULL	RESTAURANT#GENERAL	positive
476473:3	open late well late ever got night person 	NULL	RESTAURANT#MISCELLANEOUS	positive
483111:0	winnie staff best crew find serving 	staff	SERVICE#GENERAL	positive
483111:0	winnie staff best crew find serving 	Winnie	SERVICE#GENERAL	positive
483111:1	food reliable price moderate 	food	FOOD#QUALITY	positive
483111:1	food reliable price moderate 	NULL	RESTAURANT#PRICES	neutral
483111:2	ask 	NULL	RESTAURANT#GENERAL	positive
485026:0	authentic thai food look toon 	Thai food	FOOD#QUALITY	positive
485026:2	try pad thai sample anything appetizer menu re delicious 	Pad Thai	FOOD#QUALITY	positive
485026:2	try pad thai sample anything appetizer menu re delicious 	appetizer menu	FOOD#QUALITY	positive
485767:0	everything restaurant special 	restaurant	RESTAURANT#GENERAL	positive
485767:1	service attentive yet discreet 	service	SERVICE#GENERAL	positive
485767:2	flavor robust subtle 	NULL	FOOD#QUALITY	positive
485767:3	brioche lolly party favor cute sweet touch memorable meal 	brioche and lollies	FOOD#QUALITY	positive
485767:4	saving next visit 	NULL	RESTAURANT#GENERAL	positive
485966:1	place quiet delightful 	place	AMBIENCE#GENERAL	positive
485966:2	service good food wonderful 	Service	SERVICE#GENERAL	positive
485966:2	service good food wonderful 	food	FOOD#QUALITY	positive
485966:3	try caviar tried salmon crab salad good 	salmon	FOOD#QUALITY	positive
485966:3	try caviar tried salmon crab salad good 	crab salad	FOOD#QUALITY	positive
485966:4	definitely good spot snack chat 	spot	RESTAURANT#GENERAL	positive
490565:0	retired hipster say degree certainty last year lucky strike best laid back late night city 	Lucky Strike	RESTAURANT#GENERAL	positive
490565:1	wait staff pleasant fun part gorgeous wonderful aesthetic beautification way way cuter way 	wait staff	SERVICE#GENERAL	positive
490565:2	food yummy especially cooked perfection mussel spicy tomato sauce shoestring crispy fry 	food	FOOD#QUALITY	positive
490565:2	food yummy especially cooked perfection mussel spicy tomato sauce shoestring crispy fry 	mussels in spicy tomato sauce	FOOD#QUALITY	positive
490565:2	food yummy especially cooked perfection mussel spicy tomato sauce shoestring crispy fry 	fries	FOOD#QUALITY	positive
490565:3	best part l late night atmosphere delightfully free bts 	late night atmosphere	AMBIENCE#GENERAL	positive
490565:4	get completely delish martini glass 2 1 2 drink 8 50 recommend vanilla shanty mmmm great homey setting great music 	martini	DRINKS#QUALITY	positive
490565:4	get completely delish martini glass 2 1 2 drink 8 50 recommend vanilla shanty mmmm great homey setting great music 	martini	DRINKS#STYLE_OPTIONS	positive
490565:4	get completely delish martini glass 2 1 2 drink 8 50 recommend vanilla shanty mmmm great homey setting great music 	martini	DRINKS#PRICES	positive
490565:4	get completely delish martini glass 2 1 2 drink 8 50 recommend vanilla shanty mmmm great homey setting great music 	Vanilla Shanty	DRINKS#QUALITY	positive
490565:4	get completely delish martini glass 2 1 2 drink 8 50 recommend vanilla shanty mmmm great homey setting great music 	setting	AMBIENCE#GENERAL	positive
490565:4	get completely delish martini glass 2 1 2 drink 8 50 recommend vanilla shanty mmmm great homey setting great music 	music	AMBIENCE#GENERAL	positive
490565:5	house lady dj saturday night outrageously good taste music moreover take request 	in-house lady DJ	AMBIENCE#GENERAL	positive
490565:6	go wrong place 	place	RESTAURANT#GENERAL	positive
493013:0	suan great place often take friend classmate 	Suan	RESTAURANT#GENERAL	positive
493013:1	location good fact hutner college near price reasonable make student go back suan 	location	LOCATION#GENERAL	positive
493013:1	location good fact hutner college near price reasonable make student go back suan 	Suan	RESTAURANT#PRICES	positive
493013:2	love thai 	Thai	FOOD#QUALITY	positive
493013:3	noodle shrimp chicken coconut juice must 	noodles with shrimp and chicken and coconut juice	FOOD#QUALITY	positive
493013:5	go back suan soon 	Suan	RESTAURANT#GENERAL	positive
493013:6	summer eat outside terrace another great feature suan 	terrace	AMBIENCE#GENERAL	positive
493514:0	cannot imagine friendlier staff working restaurant 	staff	SERVICE#GENERAL	positive
493514:1	cannot imagine better indian food city 	Indian food	FOOD#QUALITY	positive
493514:2	cannot imagine rushing eat 	NULL	RESTAURANT#GENERAL	positive
494850:1	course past 3 month chef staff changed better 	chef	FOOD#QUALITY	negative
494850:1	course past 3 month chef staff changed better 	staff	SERVICE#GENERAL	negative
494850:2	wish would change back 	NULL	RESTAURANT#GENERAL	negative
494850:3	food inconsistent 	food	FOOD#QUALITY	negative
496132:0	kind place like take friend still keep secret 	place	RESTAURANT#MISCELLANEOUS	positive
496132:1	setting casual romantic 	setting	AMBIENCE#GENERAL	positive
496132:2	price good 	NULL	RESTAURANT#PRICES	positive
496132:3	food excellent 	food	FOOD#QUALITY	positive
496132:4	re daring try balsamic vinegar icecream wonderful 	balsamic vinegar over icecream	FOOD#QUALITY	positive
498657:0	get go go hamburger matter review say 	Go Go Hamburgers	FOOD#QUALITY	negative
498657:1	rip 8 95 four small meat patty steamed bun worth trying 	NULL	FOOD#QUALITY	negative
498657:1	rip 8 95 four small meat patty steamed bun worth trying 	NULL	FOOD#STYLE_OPTIONS	negative
498657:1	rip 8 95 four small meat patty steamed bun worth trying 	NULL	FOOD#PRICES	negative
498657:2	rest dim sum though pricey chinatown standard worth 	dim sum	FOOD#PRICES	negative
498657:2	rest dim sum though pricey chinatown standard worth 	dim sum	FOOD#QUALITY	positive
498657:3	steamed fresh brought hot hot hot table 	NULL	FOOD#QUALITY	positive
498657:4	wait long dim sum like sharing table typical raucous dim sum atmosphere gig sleek chinatown alternative 	wait	SERVICE#GENERAL	negative
498657:4	wait long dim sum like sharing table typical raucous dim sum atmosphere gig sleek chinatown alternative 	atmosphere	AMBIENCE#GENERAL	negative
498657:4	wait long dim sum like sharing table typical raucous dim sum atmosphere gig sleek chinatown alternative 	NULL	RESTAURANT#MISCELLANEOUS	negative
498657:5	tip skip turnip cake roast pork bun egg custard 	turnip cake	FOOD#QUALITY	negative
498657:5	tip skip turnip cake roast pork bun egg custard 	roast pork buns	FOOD#QUALITY	negative
498657:5	tip skip turnip cake roast pork bun egg custard 	egg custards	FOOD#QUALITY	negative
498657:6	overpriced get better around corner 	NULL	FOOD#PRICES	negative
498657:6	overpriced get better around corner 	NULL	FOOD#QUALITY	negative
503807:1	pleasantly suprised 	NULL	RESTAURANT#GENERAL	positive
503807:2	food exceptional 	food	FOOD#QUALITY	positive
503807:4	choose go one special braised lamb shank red wine excellent 	braised lamb shank in red wine	FOOD#QUALITY	positive
503807:5	service friendly atmosphere casual 	service	SERVICE#GENERAL	positive
503807:5	service friendly atmosphere casual 	atmosphere	AMBIENCE#GENERAL	neutral
503807:6	restaurant bit noisy something overlooked sit enjoy great meal 	meal	FOOD#QUALITY	positive
503807:6	restaurant bit noisy something overlooked sit enjoy great meal 	restaurant	AMBIENCE#GENERAL	negative
505535:0	little place cute interior decor affordable city price 	interior decor	AMBIENCE#GENERAL	positive
505535:0	little place cute interior decor affordable city price 	place	RESTAURANT#PRICES	positive
505535:1	pad se ew chicken delicious however pad thai far oily 	pad se ew chicken	FOOD#QUALITY	positive
505535:1	pad se ew chicken delicious however pad thai far oily 	pad thai	FOOD#QUALITY	negative
507755:0	eaten ginger house several time always good 	Ginger House	RESTAURANT#GENERAL	positive
507755:1	fried dumpling great 	fried dumplings	FOOD#QUALITY	positive
507755:2	finally reliable chinese restaurant 	Chinese restaurant	RESTAURANT#GENERAL	positive
507844:0	place would much better served run group actually understands customer service 	customer service	SERVICE#GENERAL	negative
507844:2	helpful least give grand run around time event date roll around regret chosing place also become hostile 	NULL	SERVICE#GENERAL	negative
507844:3	nobody restaurant give firm answer anything end one person take responsibility anything 	NULL	SERVICE#GENERAL	negative
507844:4	terrible terrible management deserves shut 	management	SERVICE#GENERAL	negative
507844:4	terrible terrible management deserves shut 	NULL	RESTAURANT#GENERAL	negative
507937:0	never fails please 	NULL	RESTAURANT#GENERAL	positive
507937:1	delicious bagel especially right oven 	bagels	FOOD#QUALITY	positive
507937:2	spread topping great though bit pricey 	Spreads	FOOD#QUALITY	positive
507937:2	spread topping great though bit pricey 	toppings	FOOD#QUALITY	positive
507937:2	spread topping great though bit pricey 	Spreads	FOOD#PRICES	negative
507937:2	spread topping great though bit pricey 	toppings	FOOD#PRICES	negative
507937:3	service fast friendly 	Service	SERVICE#GENERAL	positive
507937:4	drawback won toast bagel make egg bagel 	NULL	SERVICE#GENERAL	negative
507937:5	highly forgivable 	NULL	RESTAURANT#MISCELLANEOUS	positive
509227:1	food decent best ambience well matter opinion may consider sweet thing thought annoying 	food	FOOD#QUALITY	negative
509227:1	food decent best ambience well matter opinion may consider sweet thing thought annoying 	ambience	AMBIENCE#GENERAL	negative
509227:2	celebrity make sweat ride like around part ll yawn wonder whats hype 	NULL	RESTAURANT#MISCELLANEOUS	negative
509227:3	rao good restaurant nothing special 	Rao	RESTAURANT#GENERAL	neutral
511290:1	last night spice grill place eating indian cuisine 	indian cuisine	FOOD#QUALITY	positive
511290:2	must try shrimp appetizer 	shrimp appetizers	FOOD#QUALITY	positive
511290:3	even indian friend couldn believe good tasty everything 	NULL	FOOD#QUALITY	positive
511290:4	place correct ambience excellent staff make feel like guest friend time 	ambience	AMBIENCE#GENERAL	positive
511290:4	place correct ambience excellent staff make feel like guest friend time 	staff	SERVICE#GENERAL	positive
512294:0	great food great price great service 	food	FOOD#QUALITY	positive
512294:0	great food great price great service 	NULL	RESTAURANT#PRICES	positive
512294:0	great food great price great service 	service	SERVICE#GENERAL	positive
512294:1	looking good quality cheap eats place 	eats	FOOD#QUALITY	positive
512294:1	looking good quality cheap eats place 	eats	FOOD#PRICES	positive
512925:0	perfect place amanzing indian food 	indian food	FOOD#QUALITY	positive
512925:1	really loved different inovated touch cheff give food 	cheff	FOOD#STYLE_OPTIONS	positive
512925:2	also great dinner romantic confortable place service perfect re frendly never want live place 	place	AMBIENCE#GENERAL	positive
512925:2	also great dinner romantic confortable place service perfect re frendly never want live place 	service	SERVICE#GENERAL	positive
513395:1	bagel fine little overcooked really special bagel experience 	bagels	FOOD#QUALITY	negative
513521:0	great bagel made old fashioned way 	bagels	FOOD#QUALITY	positive
513521:0	great bagel made old fashioned way 	bagels	FOOD#STYLE_OPTIONS	positive
513521:2	drawback service slow toast 	service	SERVICE#GENERAL	negative
519425:0	food absolutely amazing 	food	FOOD#QUALITY	positive
519425:1	baked clam octopus shared appetizer best ever 	baked clams octopus	FOOD#QUALITY	positive
519425:2	lamb tender full flavor dessert divine 	lamb	FOOD#QUALITY	positive
519425:2	lamb tender full flavor dessert divine 	dessert	FOOD#QUALITY	positive
519425:3	waiter attentive 	waiter	SERVICE#GENERAL	positive
